recipient_name,total_obligated_amount,Country,Address,County,City,State,Zip4 Code
OGIS COMMUNICATION GROUP INC,121000,USA,1550 MAGNOLIA DR STE J,CINCINNATI,HAMILTON,OH,452151914
"ACCURACY INTERNATIONAL OF NORTH AMERICA, INC.",119353.44,USA,3410 SHANNON PARK DR,FREDERICKSBURG,SPOTSYLVANIA,VA,224082373
MAINSCAPE INC,119105.68,USA,13418 BRITTON PARK RD,FISHERS,HAMILTON,IN,460383583
"LIFE SAFETY GROUP, LLC",119040,USA,12512 KNIGHTSBRIDGE CT,ROCKVILLE,MONTGOMERY,MD,208503731
VOLTER ELECTRICAL CONSTRUCTION CORP,118782.24,USA,14081 PEBBLE HILLS BLVD.,EL PASO,EL PASO,TX,799382666
SIGNALSCAPE INC,117751.79,USA,200 REGENCY FOREST DR STE 310,CARY,WAKE,NC,275188695
"ADVANCED BUSINESS SOFTWARE CONSULTING, LLC",117300,USA,11890 SUNRISE VALLEY DR STE 515,RESTON,FAIRFAX,VA,201913302
Z BAR SUPPLY COMPANY LLC,116757,USA,230 COUNTY ROAD 65,MULESHOE,LAMB,TX,793475240
BATTELLE MEMORIAL INSTITUTE,116176.66,USA,505 KING AVE,COLUMBUS,FRANKLIN,OH,432012696
BOTACH INC.,115905.9,USA,4775 W HARMON AVE,LAS VEGAS,CLARK,NV,891035215
SOUTHSIDE GARAGE AND USED AUTO PARTS LLC,115770,USA,333 BRENNAN RD,COLUMBUS,MUSCOGEE,GA,319032010
VISUAL LANGUAGE PROFESSIONALS LLC,115241.92,USA,12938 LEMUR LN,CYPRESS,HARRIS,TX,774293513
ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY,115237.3,USA,640 HOPMEADOW ST,SIMSBURY,CAPITOL,CT,60702420
"IRONCOMPANY.COM, LLC",115193,USA,14325 GILLIS RD STE 150,FARMERS BRANCH,DALLAS,TX,75244
COUNTY OF PALM BEACH,114165,USA,3228 GUN CLUB RD,WEST PALM BEACH,PALM BEACH,FL,334063001
"MERRIMAC PETROLEUM, INC",110709.97,USA,3738 BAYER AVE STE 204,LONG BEACH,LOS ANGELES,CA,908081883
PERFECT FIT,110515,USA,39 STETSON RD,CORINNA,PENOBSCOT,ME,49283617
"EWA GOVERNMENT SYSTEMS, INC.",110000,USA,13873 PARK CENTER RD STE 500,HERNDON,FAIRFAX,VA,201713251
ACE PARKING MANAGEMENT INC,109650,USA,645 ASH ST,SAN DIEGO,SAN DIEGO,CA,921013211
"TYLER FEDERAL, LLC",109130.71,USA,12901 WORLDGATE DR STE 800,HERNDON,FAIRFAX,VA,201706014
"CAPTURE TECHNOLOGIES, INC.",106120.95,USA,6060 SUNRISE VISTA DR,CITRUS HEIGHTS,SACRAMENTO,CA,956107071
SOFTWARE INFORMATION RESOURCE CORP.,105617.08,USA,730 24TH ST NW STE 3,WASHINGTON,DISTRICT OF COLUMBIA,DC,200372500
"CANON U.S.A., INC.",104553.36,USA,"4100 N. FAIRFAX DRIVE, SUITE 200",ARLINGTON,ARLINGTON,VA,222031678
A&A HARRIS ENTERPRISES,104426.58,USA,2209 HARBOR BAY PKWY,ALAMEDA,ALAMEDA,CA,945023026
"TRAINING, REHABILITATION, & DEVELOPMENT INSTITUTE, INC.",104186.25,USA,425 SOLEDAD STE 800,SAN ANTONIO,BEXAR,TX,782051553
SECURADYNE SYSTEMS INTERMEDIATE LLC,102113.96,USA,3440 SOJOURN DR STE 220,CARROLLTON,DALLAS,TX,750062396
"DLT SOLUTIONS, LLC",101421.41,USA,2411 DULLES CORNER PARK SUITE 800,HERNDON,FAIRFAX,VA,201716168
"COMCAST CABLE COMMUNICATIONS, LLC",101093.75,USA,8590 WEST TIDWELL,HOUSTON,HARRIS,TX,770405569
"BMT CONSULTING, INC.",100188,USA,1337 LOCUST RD NW,WASHINGTON,DISTRICT OF COLUMBIA,DC,200121325
BRANDON STAFFING SOLUTIONS LLC,97804.25,USA,207 HAMPSTEAD DR,WYLIE,COLLIN,TX,750987385
UTAH COMMUNICATIONS AUTHORITY,97702,USA,5215 W WILEY POST WAY STE 550,SALT LAKE CITY,SALT LAKE,UT,841163132
TONERQUEST INC.,97500,USA,241 37TH ST STE 302,BROOKLYN,KINGS,NY,112322417
ECOLAB INC,96126.74,USA,1 ECOLAB PL,SAINT PAUL,RAMSEY,MN,551022739
"AUGUST SCHELL ENTERPRISES, INC.",95946.66,USA,1700 ROCKVILLE PIKE STE 405,ROCKVILLE,MONTGOMERY,MD,208521631
DELUXE DELIVERY SYSTEMS INC.,95692,USA,64 W 48TH ST 4TH FL,NEW YORK,NEW YORK,NY,100361716
WOODLAND PARK RANGE II LLC,94920,USA,1267 MCBRIDE AVE,WOODLAND PARK,PASSAIC,NJ,7424
CROSSROADS COURIER INC,94758.97,USA,2008 ALTOM CT,SAINT LOUIS,ST. LOUIS,MO,631464151
SHI INTERNATIONAL CORP,94704.62,USA,290 DAVIDSON AVE STE 101,SOMERSET,SOMERSET,NJ,88734179
VETERAN TECHNOLOGY PARTNERS II LLC,93786.6,USA,20 W KINZIE ST STE 17,CHICAGO,COOK,IL,606546393
"PREFERRED MEAL SYSTEMS, INC.",93602.48,USA,5240 ST CHARLES RD,BERKELEY,COOK,IL,601630000
"LEADSONLINE PARENT, LLC",92546,USA,6900 DALLAS PKWY STE 825,PLANO,COLLIN,TX,750244200
ESCARPMENT ARMS INC,92364.75,USA,1312 RIDGE RD,LEWISTON,NIAGARA,NY,140929749
LEADSONLINE LLC,91912,USA,6900 DALLAS PKWY STE 825,PLANO,COLLIN,TX,750244200
RELIANCE CONTRACTORS INC,91722.08,USA,1800 SW 1ST AVE STE 605,MIAMI,MIAMI-DADE,FL,331291181
ACTION TARGET INC,91209.15,USA,3411 S MOUNTAIN VISTA PKWY,PROVO,UTAH,UT,846065563
CONTINENTAL TRANSPORTATION SOLUTIONS INC,89846.48,USA,11697 W GRAND AVE,NORTHLAKE,COOK,IL,601641302
CRYPTO ASSET TECHNOLOGY LABS INC,89700,USA,1010 S FEDERAL HWY FL 14,HALLANDALE BEACH,BROWARD,FL,330097181
ALL HANDS FIRE EQUIPMENT LLC,89104.98,USA,7 THIRD AVENUE,NEPTUNE,MONMOUTH,NJ,77536513
OXYGEN FORENSICS INC,88676.3,USA,909 N WASHINGTON ST # 300,ALEXANDRIA,ALEXANDRIA (CITY),VA,223145510
MASHIMA ELECTRIC LLC,88438.09,USA,91-1012 IPOLANI ST,KAPOLEI,HONOLULU,HI,967073062
"TRIVAN TRUCK BODY, LLC",88373,USA,1385 W SMITH RD,FERNDALE,WHATCOM,WA,982488930
BUSINESS AND ENGINEERING SYSTEMS CORP,88200,USA,20098 ASHBROOK PL STE 200,ASHBURN,LOUDOUN,VA,201473393
"ABM FEDERAL SALES, INC.",87397.86,USA,625 MARYVILLE CENTRE DR STE 160,SAINT LOUIS,ST. LOUIS,MO,631415834
PELLERIN MILNOR CORPORATION,87277.25,USA,700 JACKSON ST,KENNER,JEFFERSON,LA,700627774
DOCUMENT IMAGING DIMENSIONS INC.,86944.18,USA,205 BEAVER ST,YORKVILLE,KENDALL,IL,605601720
HIBLER NEIL S PHD ABBP,86550,USA,6565 BROOKS PL,FALLS CHURCH,FAIRFAX,VA,220441106
SAF ENG ASSOCIATES INC,86427,USA,301 CENTER ST,ENGLEWOOD CLIFFS,BERGEN,NJ,76321622
"IPQUALITYSCORE, LLC",86387.89,USA,600 BRICKELL AVE STE 3500,MIAMI,MIAMI-DADE,FL,331313090
LIVEU INC.,86359.2,USA,2 UNIVERSITY PLZ STE 505,HACKENSACK,BERGEN,NJ,76016210
OER SERVICES LLC,85500,USA,717 S VERMONT ST,PALATINE,COOK,IL,600677138
"KOOLER ICE, INC",84880,USA,510 DUNBAR RD,BYRON,PEACH,GA,310087675
AJIDE TECHNOLOGY CORP,84296.54,USA,435 SPRING AIR DR,ALLEN,COLLIN,TX,750025319
AMERICAN IMMIGRATION LAWYERS ASSOCIATION,84256,USA,1331 G ST NW STE 300,WASHINGTON,DISTRICT OF COLUMBIA,DC,200053101
"OMNI BUSINESS SYSTEMS, INC",84253.44,USA,2850 EISENHOWER AVE,ALEXANDRIA,ALEXANDRIA (CITY),VA,223144565
"SWANK MOTION PICTURES, INC.",83160.45,USA,10795 WATSON RD,SAINT LOUIS,ST. LOUIS,MO,631271012
HEADSPACE INC,82500,USA,2415 MICHIGAN AVE,SANTA MONICA,LOS ANGELES,CA,904044092
NATIONAL TACTICAL OFFICERS ASSOCIATION,82285,USA,7150 CAMPUS DR,COLORADO SPRINGS,EL PASO,CO,809206518
"SOS SOLUTIONS, LLC.",81676.89,USA,496 HIGHPOINT CROSSING,POWDER SPRINGS,COBB,GA,30127
AMS GLOBAL INC,81611.34,USA,107 MITCHELL LN,DE QUEEN,SEVIER,AR,718328814
"NEW TECH SOLUTIONS, INC.",80621.19,USA,4179 BUSINESS CENTER DR,FREMONT,ALAMEDA,CA,945386355
"MINUTEMAN SECURITY TECHNOLOGIES, INC.",80323.08,USA,1 CONNECTOR RD,ANDOVER,ESSEX,MA,18105931
WALGREEN CO.,79880.6,USA,200 WILMOT RD STE 2002,DEERFIELD,LAKE,IL,600154620
BOSS INNOVATION & MARKETING INC,79659.78,USA,30081 COMERCIO,RANCHO SANTA MARGARITA,ORANGE,CA,926882106
"NORD/ATLANTIC TRADING, INC.",77749.4,USA,728 LANDSHARK BLVD,DAYTONA BEACH,VOLUSIA,FL,321243728
UNITED PARCEL SERVICE CO.,77273.59,USA,1400 N HURSTBOURNE PKWY,LOUISVILLE,JEFFERSON,KY,402234015
"C2G, LTD CO.",76773.91,USA,110 MALLOCK CT,GOOSE CREEK,BERKELEY,SC,294455446
LOW KOUNTRY INK MOBILE NOTARY LLC,75089.5,USA,6120 COLLEGE ST,BEAUMONT,JEFFERSON,TX,777073444
"TACMED SIMULATION, INC",75086.41,USA,1250 HARRIS BRIDGE RD,ANDERSON,ANDERSON,SC,296213409
OHIO DEPARTMENT OF ADMINISTRATIVE SERVICES,75000,USA,30 E BROAD ST FL 39,COLUMBUS,FRANKLIN,OH,432153414
"GRACIE GLOBAL, LLC",75000,USA,2440 W CARSON ST,TORRANCE,LOS ANGELES,CA,905013146
HARTFORD PARKING AUTHORITY,74490,USA,11 ASYLUM ST,HARTFORD,CAPITOL,CT,61032209
"AMERICAN ALARM & COMMUNICATIONS, INC.",73799.16,USA,297 BROADWAY,ARLINGTON,MIDDLESEX,MA,24745310
"BRINC DRONES, INC",72996,USA,3668 ALBION PL N,SEATTLE,KING,WA,981037904
"COMMONWEALTH INDUSTRIES, LLC",72949.53,USA,17074 LEE HWY STE B,ABINGDON,WASHINGTON,VA,242107876
REGULA FORENSICS INC,71500,USA,1851 ALEXANDER BELL DRIVE,RESTON,FAIRFAX,VA,201915331
ACCESS COMMUNICATIONS GROUP LLC,71500,USA,11153 W ELM ST,PHOENIX,MARICOPA,AZ,85037
ARROW SAFETY DEVICE CO.,71343.24,USA,123 DIXSON DRIVE,SELBYVILLE,SUSSEX,DE,199753022
"COX VIRGINIA TELCOM, L.L.C",71288.07,USA,1341 CROSSWAYS BLVD,CHESAPEAKE,CHESAPEAKE (CITY),VA,233202897
"THE MEDALCRAFT MINT, INC.",70143.03,USA,2660 W MASON ST,GREEN BAY,BROWN,WI,543034963
INNOVATIVE VEHICLE SOLUTIONS LLC,69872,USA,3241 BENCHMARK DR,LADSON,CHARLESTON,SC,294563862
FEDSTORE CORPORATION,69795.6,USA,1 RESEARCH CT STE 450,ROCKVILLE,MONTGOMERY,MD,20850
"LIONHEART ALLIANCE, LLC",69158.17,USA,1345 TAYLOR FARM RD,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234533171
AMERICAN PUBLIC TRAINING LLC,69138,USA,600 MARYLAND AVE SW,WASHINGTON,DISTRICT OF COLUMBIA,DC,200242520
"FERBAK, INC.",68430,USA,9030 BALBOA BLVD,NORTHRIDGE,LOS ANGELES,CA,913252610
DENVER HEALTH AND HOSPITAL AUTHORITY,68147.5,USA,777 BANNOCK ST,DENVER,DENVER,CO,802044507
ECOLOGY MIR GROUP LLC,67788.31,USA,10432 BALLS FORD RD STE 300,MANASSAS,PRINCE WILLIAM,VA,201092517
"GRANITE MOUNTAIN INDUSTRIES, LLC",67655,USA,170 JOHN ROBERTS RD STE 18,SOUTH PORTLAND,CUMBERLAND,ME,41063256
"MA FEDERAL, INC.",67123.43,USA,12030 SUNRISE VALLEY DR STE 300,RESTON,FAIRFAX,VA,201913447
"TELEPHONE SYSTEMS, INC.",66978,USA,1013 S MARTIN LUTHER KING JR BLVD,TALLAHASSEE,LEON,FL,323012238
PHOENIX TRADING INC,66583.21,USA,17661 128TH PL NE,WOODINVILLE,KING,WA,980728783
"BARRIER1 SYSTEMS, LLC",66262.21,USA,8015 THORNDIKE RD,GREENSBORO,GUILFORD,NC,274099412
"HYSTER-YALE GROUP, INC.",65163,USA,1400 SULLIVAN DR,GREENVILLE,PITT,NC,278349007
CENTRIFUGE TRAINING SOLUTIONS LLC,64675,USA,6321 KENWICK AVE,BENBROOK,TARRANT,TX,761164630
HUBSTREAM INC,62750,USA,14725 NE 20TH ST STE D 44,BELLEVUE,KING,WA,980073732
THE AMERICAN CORRECTIONAL ASSOCIATION,62500,USA,206 N WASHINGTON ST STE 200,ALEXANDRIA,ALEXANDRIA (CITY),VA,223142528
G2 GOVERNMENT SOLUTIONS LLC,62402,USA,16701 MELFORD BLVD STE 400,BOWIE,PRINCE GEORGE'S,MD,207154411
INSTALLATION MORALE WELFARE RECREATION FUND,62400,USA,BUILDING 11 PERSHING RD,EL PASO,EL PASO,TX,79916
VARI SALES CORP,62397,USA,450 FREEPORT PKWY,COPPELL,DALLAS,TX,750194957
GARCIAS JANITORIAL,62279.52,USA,765 S SANTA FE ST,DEMING,LUNA,NM,880304361
MIDEO SYSTEMS INC,62069.16,USA,1651 N COLLINS BLVD,RICHARDSON,DALLAS,TX,750803621
AMERICAN EXPEDITING COMPANY,61470.45,USA,2215 ARCH ST STE 1,PHILADELPHIA,PHILADELPHIA,PA,191031328
"TMG 1953 GALLOWS ROAD, L.L.C.",60838.54,USA,3 BETHESDA METRO CTR,BETHESDA,MONTGOMERY,MD,208146306
RAYSECUR INC,60787.25,USA,49 BAY STATE RD,CAMBRIDGE,MIDDLESEX,MA,21381203
AVMEDICAL LLC,60778.48,USA,4037 RURAL PLAINS CIR,FRANKLIN,WILLIAMSON,TN,370641868
"USA COURIERS, INC.",60480,USA,1320 CENTRE ST #202,NEWTON,MIDDLESEX,MA,24592400
MACQUEEN MICHAEL C,60450,USA,4319 WOODBERRY ST,UNIVERSITY PARK,PRINCE GEORGE'S,MD,207821174
"CDS ANALYTICAL, LLC",60254.47,USA,465 LIMESTONE RD,OXFORD,CHESTER,PA,193631235
FORTRA LLC,58862.89,USA,6455 CITY W PKWY,EDEN PRAIRIE,HENNEPIN,MN,553443246
"JWM WHOLESALE, INC.",57822.79,USA,3930 WESTHOLME DR STE 200,HOUSTON,HARRIS,TX,770636314
DALLAS CHILDRENS ADVOCACY CENTER,57500,USA,5351 SAMUELL BLVD,DALLAS,DALLAS,TX,752286720
PACKET FORENSICS LLC,57422,USA,576 N BIRDNECK RD #710,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234516374
ALTA LANGUAGE SERVICES INC,57355.1,USA,3355 LENOX RD NE STE 450,ATLANTA,FULTON,GA,303261359
COMCAST GOVERNMENT SERVICES LLC,56891.08,USA,11951 FREEDOM DR STE 900,RESTON,FAIRFAX,VA,201905674
"TRIMECH SOLUTIONS, LLC",56510,USA,4991 LAKE BROOK DR STE 300,GLEN ALLEN,HENRICO,VA,230609293
"DYNAMIC ADVANTAGE, INC",55407.47,USA,100 E OLD COUNTRY RD STE 5,MINEOLA,NASSAU,NY,115014614
DETECTACHEM INC.,54925,USA,120 INDUSTRIAL BLVD,SUGAR LAND,FORT BEND,TX,774783128
"SILVUS TECHNOLOGIES, INC.",54889.6,USA,10990 WILSHIRE BLVD,LOS ANGELES,LOS ANGELES,CA,900243957
"K & M PRECISION RIFLE TRAINING, LLC",54200,USA,774 CONNER RD,FINGER,MCNAIRY,TN,383342806
SIMTEK MODULAR LLC,53880,USA,1418 N 80 E,AMERICAN FORK,UTAH,UT,840031247
"SUPREME SECURITY SYSTEMS, INC.",53560,USA,1565 UNION AVE,UNION,UNION,NJ,70834770
RESCUE INTERNATIONAL,53340,USA,66 OAK ST,DELAWARE WATER GAP,MONROE,PA,183278713
"COXCOM, LLC",53044.08,USA,6205B PEACHTREE DUNWOODY RD,ATLANTA,FULTON,GA,303284524
SORINEX EXERCISE EQUIPMENT INC,52382.75,USA,193 LITTON DR,LEXINGTON,LEXINGTON,SC,290738010
HURON VALLEY GUNS,52250,USA,56477 GRAND RIVER AVENUE,NEW HUDSON,OAKLAND,MI,481658528
"SAN DIEGO, COUNTY OF",52211.04,USA,9621 RIDGEHAVEN CT,SAN DIEGO,SAN DIEGO,CA,921231636
FN AMERICA LLC,51650,USA,797 OLD CLEMSON RD,COLUMBIA,RICHLAND,SC,292294203
WYNNPRO LLC,51075.62,USA,5310 ASHBROOK DR,HOUSTON,HARRIS,TX,770814102
OPSEC SECURITY INC,51040,USA,1857 COLONIAL VILLAGE LN,LANCASTER,LANCASTER,PA,176016702
"EJ2 COMMUNICATIONS, INC",50000,USA,142 W 36TH ST,NEW YORK,NEW YORK,NY,100188793
"WILLIAM S. HEIN & CO., INC.",49892.1,USA,2350 NORTH FOREST RD,GETZVILLE,ERIE,NY,140681296
"BEAM DISTRIBUTING, INC.",49887.4,USA,317 HILL CARTER PKWY,ASHLAND,HANOVER,VA,230052315
"EXCENTIUM, INC",48970,USA,1768 BUSINESS CENTER DR,RESTON,FAIRFAX,VA,201905358
"RILEY, WELCH, LAPORTE & ASSOCIATES FORENSIC LABORATORIES, INC.",48500,USA,285 KINGSBROOK DR,FRANKENMUTH,SAGINAW,MI,487341269
ANSI NATIONAL ACCREDITATION BOARD LLC,48460,USA,330 E KILBOURN AVE STE 925,MILWAUKEE,MILWAUKEE,WI,532023149
"GRAVOTECH, INC.",48328.6,USA,2200 NORTHMONT PKWY,DULUTH,GWINNETT,GA,300965895
W S DARLEY & CO,48000,USA,325 SPRING LAKE DR,ITASCA,DUPAGE,IL,601432072
"FLEXRADIO, INC.",48000,USA,4616 W HOWARD LN STE 1 150,AUSTIN,TRAVIS,TX,787286303
RICHARD TERRY TIFT,47600,USA,6076 VIA HERMOSA CT,EL PASO,EL PASO,TX,799122657
EMPOWER VIRTUAL CONNECT LLC,47460,USA,510 PINEHURST DR,ELDRIDGE,SCOTT,IA,527482108
TOWN OF ISLIP,46800,USA,50 IRISH LN,EAST ISLIP,SUFFOLK,NY,117302003
TELE-COMMUNICATION INC,46787.08,USA,2075 E GOVERNORS CIR,HOUSTON,HARRIS,TX,77092
"RAFAY MOBILE, INC.",45612,USA,5710 5TH AVE,BROOKLYN,KINGS,NY,112203816
DISSECT CYBER INC,45600,USA,36 SHERMAN ST,NORTH KINGSTOWN,WASHINGTON,RI,28525153
METRO MAIL SERVICES INC,45413.76,USA,4068 TARPON LN,WOODBRIDGE,PRINCE WILLIAM,VA,221932333
CDW GOVERNMENT LLC,45257.43,USA,230 N MILWAUKEE AVE,VERNON HILLS,LAKE,IL,600614304
CAMBRIDGE INTELLIGENCE INC,45000,USA,110 CANAL ST FL 3,LOWELL,MIDDLESEX,MA,18524574
FOCUS CAMERA LLC,44999,USA,905 MCDONALD AVE,BROOKLYN,KINGS,NY,112185611
"TRUKINETICS, LLC",44748,USA,2687 S RACINE CT,GILBERT,MARICOPA,AZ,852951446
MESA CITY OF,44400,USA,55 CENTER ST,MESA,MARICOPA,AZ,852017320
"BLUE STEEL RANGES, LLC",44400,USA,1655 MICHIGAN RD,PORT HURON,ST. CLAIR,MI,480604725
BZ DEFENSE LLC,43226.1,USA,1855 1ST AVE,SAN DIEGO,SAN DIEGO,CA,921012650
"COMBAT SHOOTER, INC.",43200,USA,11500 CROSSROADS CIR,BALTIMORE,BALTIMORE,MD,212203058
HEATHER KOSTECKI,43000,USA,1204 ELVERTON CT,CHESAPEAKE,CHESAPEAKE (CITY),VA,233211288
"HDR ENVIRONMENTAL, OPERATIONS AND CONSTRUCTION, INC.",42896.11,USA,9781 S MERIDIAN BLVD STE 400,ENGLEWOOD,DOUGLAS,CO,801125936
YOUNG SCALE CO LLC,42782.7,USA,1733 HAU ST,HONOLULU,HONOLULU,HI,968193252
FACILITY MAINTENANCE CORP LLC,42660,USA,3899 SOUTH MAINT ST,WINSTON SALEM,FORSYTH,NC,27127
KORE 125 JOHN CARPENTER LLC,42600,USA,3200 PARK CENTER DR STE 600,COSTA MESA,ORANGE,CA,926267226
"ERS EMERGENCY RESPONDER SERVICES, INC.",42071.1,USA,1204 6TH ST NORTH,NAMPA,CANYON,ID,836873420
"LAFAYETTE INSTRUMENT COMPANY, LLC",41951.5,USA,3700 SAGAMORE PKWY N,LAFAYETTE,TIPPECANOE,IN,479041066
ALLWAYS SHRED INC,41736,USA,3909 MEMO CT,RALEIGH,WAKE,NC,276101375
"PREMIER & COMPANIES, INC.",41644.7,USA,525 WINDSOR DR,SECAUCUS,HUDSON,NJ,70942708
"TELCO SOLUTIONS, INC.",41217,USA,6446 WARWICK AVE,NAPLES,COLLIER,FL,341138231
IMPERIAL COUNTY,41031.8,USA,940 W MAIN ST STE 208,EL CENTRO,IMPERIAL,CA,922432879
PREMIER BUSINESS PRODUCTS INC.,40761.49,USA,1409 FOOTHILL BLVD,LA VERNE,LOS ANGELES,CA,917503451
TRANSPACIFIC COMMUNICATIONS LLC,40500,USA,11844 BRIGHT PSGE,COLUMBIA,HOWARD,MD,210444362
KELLEY CREATE CO,40357.2,USA,22710 72ND AVE S,KENT,KING,WA,980321926
POWER FITNESS INC,40064.45,USA,1914 WOODRUFF RD,GREENVILLE,GREENVILLE,SC,296075937
REGUPOL ZEBRA ATHLETICS LLC,39822.98,USA,11 RITTER WAY,LEBANON,LEBANON,PA,170429761
"HERGO ERGONOMIC SUPPORT SYSTEMS, INC.",39739.97,USA,3530 LAWSON BLVD,OCEANSIDE,NASSAU,NY,115724908
"COSTCONTROL USA, LLC",39549,USA,"200 E. PRATT ST, STE 4100",BALTIMORE,BALTIMORE (CITY),MD,212026155
"W.W. GRAINGER, INC.",39436.32,USA,"100, GRAINGER PARKWAY",LAKE FOREST,LAKE,IL,600455202
"J & N TACTICAL, LLC",39165,USA,10915 OLIVER AVE NW,SOUTH HAVEN,WRIGHT,MN,553823300
"ECHELON FRONT, LLC",38640,USA,421 SPORTSPLEX DR UNIT 3,DRIPPING SPRINGS,HAYS,TX,786205649
STREICHERS INC,38560,USA,10911 HIGHWAY 55,MINNEAPOLIS,HENNEPIN,MN,554416128
"ALTEC INDUSTRIES, INC.",38444.57,USA,210 INVERNESS CENTER DR,BIRMINGHAM,SHELBY,AL,352424834
"FIVE STONES INTELLIGENCE, INC.",38300,USA,1616 H ST NW,WASHINGTON,DISTRICT OF COLUMBIA,DC,200064903
"WORD SYSTEMS, LLC",38092,USA,9045 RIVER RD STE 125,INDIANAPOLIS,MARION,IN,462406453
ARAYNA TECHNOLOGY SOLUTIONS LLC,37596,USA,4133 VENETO DR,FRISCO,DENTON,TX,750337126
CIH SUPPORT LLC,37566.46,USA,101 LA RIVIERE RD,COCOA BEACH,BREVARD,FL,329312607
"CHARTER COMMUNICATIONS OPERATING, LLC",37557.24,USA,12405 POWERSCOURT DR,SAINT LOUIS,ST. LOUIS,MO,631313673
SLAM TECHNICAL SERVICES LLC,37014,USA,222 CATOCTIN CIR SE,LEESBURG,LOUDOUN,VA,201753730
"DIRECTV, LLC",36174.44,USA,2260 E IMPERIAL HWY,EL SEGUNDO,LOS ANGELES,CA,902453501
ON TARGET FIREARMS & INDOOR RANGE LLC,36000,USA,1852 BRIDGE ST,DRACUT,MIDDLESEX,MA,18262645
A-BEAR CONSULT LLC,35610,USA,408 RICHARD ST,CROWLEY,TARRANT,TX,760361187
INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE,35400,USA,44 CANAL CENTER PLZ STE 200,ALEXANDRIA,ALEXANDRIA (CITY),VA,223141579
FLIGHTWAVE AEROSPACE SYSTEMS CORP,35300,USA,1617 BROADWAY FL 3,SANTA MONICA,LOS ANGELES,CA,904042717
CROWN GYM MATS INC,35214,USA,27 W 929 INDUSTRIAL AV,BARRINGTON,COOK,IL,60010
"ANGELES SHOOTING RANGES, INCORPORATED",35200,USA,12651 LITTLE TUJUNGA CANYON RD,SYLMAR,LOS ANGELES,CA,913426311
OFFICE LEADER CORP,35037,USA,199 LEE AVE SUITE 134,BROOKLYN,KINGS,NY,112118919
"RISKIQ, INC.",35000,USA,22 BATTERY 10TH FLR,SAN FRANCISCO,SAN FRANCISCO,CA,941115524
"HALO GROUP, INC.",34825,USA,1970 STENMARK DR,RICHMOND,CONTRA COSTA,CA,94802
STAR EV CORPORATION,34766,USA,378 NEELY FERRY RD,SIMPSONVILLE,GREENVILLE,SC,296806232
"L-3 COMMUNICATIONS EOTECH, INC.",34705.52,USA,3600 GREEN COURT SUITE 400,ANN ARBOR,WASHTENAW,MI,481051570
SIRIUS FEDERAL LLC,34562,USA,2151 PRIEST BRIDGE DR,CROFTON,ANNE ARUNDEL,MD,211142478
DIGITAL BARRIERS USA INC,34500,USA,328 VICTORY DR,HERNDON,FAIRFAX,VA,201705216
SQUARE ONE ARMORING SERVICES CO,34259.5,USA,12370 SW 130TH ST,MIAMI,MIAMI-DADE,FL,331866229
CLARKE ELECTRIC LLC,34195.98,USA,4004 AUGUSTA DR,RAPID CITY,PENNINGTON,SD,577036917
XTREME LOGISTIX LLC,34096.8,USA,1300 N SAM HOUSTON PKWY E,HOUSTON,HARRIS,TX,770322974
"OPTUMSERVE HEALTH SERVICES, INC.",34012.18,USA,328 FRONT ST S,LA CROSSE,LA CROSSE,WI,546014023
M. L. BENJAMIN ENTERPRISES INC.,33755.14,USA,90 NORTH ST,MIDDLETOWN,ORANGE,NY,109404973
"HOLMAN PARTS DISTRIBUTION, INC.",33427,USA,9040 BURROUGH DOVER LN,PENNSAUKEN,CAMDEN,NJ,81101033
"VISLINK, LLC",33000,USA,101 BILBY RD STE 15,HACKETTSTOWN,WARREN,NJ,78401753
JFK MOVING LLC,33000,USA,12125 DAY ST,MORENO VALLEY,RIVERSIDE,CA,925576720
AIR SCIENCE USA LLC,32801.92,USA,120 6TH ST,FORT MYERS,LEE,FL,339071554
PROOF RESEARCH INC.,32800,USA,10 WESTERN VILLAGE LN,COLUMBIA FALLS,FLATHEAD,MT,599129090
"SMARTY, LLC",32500,USA,2335 S STATE ST STE 300,PROVO,UTAH,UT,846065512
CALIFORNIA HIGHWAY PATROLMANS CLUB,32499,USA,3910 ALFRED HARRELL HWY,BAKERSFIELD,KERN,CA,93308
"LAKOTA SOFTWARE SOLUTIONS, INC",32339.1,USA,1000 TECHNOLOGY DR STE 2260,FAIRMONT,MARION,WV,265548840
"OUTLOOK-NEBRASKA, INC.",32159,USA,4125 S 72ND ST,OMAHA,DOUGLAS,NE,681271802
MANAGER TOOLS LLC,32000,USA,7438 SPY GLASS DR,MODESTO,STANISLAUS,CA,953569579
COMM-FIT HOLDINGS LLC,31949.54,USA,4651 SUNBELT DR,ADDISON,DALLAS,TX,750015132
SAVE AGAIN.COM,31938,USA,28027 LINDA LN,SANTA CLARITA,LOS ANGELES,CA,913505712
RPT CONSULTING LLC,31919.4,USA,1112 JENSEN DR STE 101,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234515881
TECHFOCUS LLC,31770,USA,7051 SALVIA ST,ARVADA,JEFFERSON,CO,800077077
