let treemapcbp_text = 
`name,total_obligated_amount,country,address,county,city,state,zip4
"ELEVATION, LTD.",10945949.24,USA,1027 33RD ST NW STE 260,WASHINGTON,DISTRICT OF COLUMBIA,DC,200073529
FCN INC,10827182.86,USA,12501 ARDENNES AVE,ROCKVILLE,MONTGOMERY,MD,208521741
"COMMDEX, LLC",10553252.62,USA,655 ENGINEERING DR STE 100,NORCROSS,GWINNETT,GA,300922843
CORELOGIX CONSULTING INC,10475980.33,USA,1900 CAMPUS COMMONS DR STE 100,RESTON,FAIRFAX,VA,201911535
"RECON ENVIRONMENTAL,INC.",10426482.24,USA,3111 CAMINO DEL RIO N STE 600,SAN DIEGO,SAN DIEGO,CA,921085726
DEFINITIVE LOGIC CORPORATION,10260114.2,USA,4121 WILSON BLVD,ARLINGTON,ARLINGTON,VA,222031839
"BONA FIDE CONGLOMERATE, INC.",10192656.33,USA,1664 N MAGNOLIA AVE,EL CAJON,SAN DIEGO,CA,920201242
OCS CONSTRUCTION SERVICES INC,9728166.44,USA,3664 ELIZABETH ST,RIVERSIDE,RIVERSIDE,CA,925062506
"PERFORMANCE ASSESSMENT NETWORK, INC",9618148.83,USA,11590 N MERIDIAN ST STE 200,CARMEL,HAMILTON,IN,460326955
"AT&T TECHNICAL SERVICES COMPANY, INC",9348613.4,USA,3033 CHAIN BRIDGE RD,OAKTON,FAIRFAX,VA,221242542
"BRYMAK & ASSOCIATES, INC.",9289942.5,USA,1001 PROGRESS DR,CLARKSVILLE,MONTGOMERY,TN,370405359
TRIBALCO LLC,9261959.96,USA,7735 OLD GEORGETOWN RD FL 12,BETHESDA,MONTGOMERY,MD,208146193
FLIGHTSAFETY INTERNATIONAL INC,9088965.71,USA,290 BROADHOLLOW RD STE 402 E,MELVILLE,SUFFOLK,NY,117474818
"NORTHLAND RESEARCH, INC",8991326.28,USA,650 W COCONINO AVE,FLAGSTAFF,COCONINO,AZ,860015497
VISION CENTRIC INC,8878158.3,USA,130 CASTLE DR,MADISON,MADISON,AL,357588674
NOLIJ CONSULTING LLC,8863533.31,USA,8609 WESTWOOD CENTER DR 5TH FL,VIENNA,FAIRFAX,VA,221827521
"MISSION SUPPORT SERVICES, LLC",8853432.94,USA,1033 N MAYFAIR RD STE 202,MILWAUKEE,MILWAUKEE,WI,532263442
"SAYARI ANALYTICS, LLC",8804987.27,USA,829 7TH ST NW FL 3,WASHINGTON,DISTRICT OF COLUMBIA,DC,200013850
"SIERRA7, INC.",8797287.69,USA,3190 FAIRVIEW PARK DR STE 350,FALLS CHURCH,FAIRFAX,VA,220424544
NCR GOVERNMENT SYSTEMS LLC,8719368.49,USA,20370 SENECA MEADOWS PKWY,GERMANTOWN,MONTGOMERY,MD,208767004
"INFORMATION TECHNOLOGY COMPANY, L.L.C.",8672090.89,USA,7389 ROUTE 29 STE 210,FALLS CHURCH,FAIRFAX,VA,220421737
"CHENEGA TECHNICAL INNOVATIONS, LLC",8650760.2,USA,3635 CONCORDE PARKWAY SUITE 300,CHANTILLY,FAIRFAX,VA,201511125
"FEEA CHILDCARE SERVICES, INC.",8565824.7,USA,1641 PRINCE ST,ALEXANDRIA,ALEXANDRIA (CITY),VA,223142818
"JOSE ERNESTO SALAZAR, LLC",8536556.23,USA,102 FLETCHER DR STE A,DEL RIO,VAL VERDE,TX,788403138
TRANSOURCE SERVICES CORP.,8203686.7,USA,2405 W UTOPIA RD,PHOENIX,MARICOPA,AZ,850274100
"IMPACT ELECTRIC SERVICES, LLC",8196552.73,USA,1495 TIERRA DEL SOL,LAS CRUCES,,NM,880075549
"CENTRIFUGE, LLC",8115190.7,USA,11921 FREEDOM DR STE 550,RESTON,FAIRFAX,VA,201905635
CREDENCE MANAGEMENT SOLUTIONS LIMITED LIABILITY COMPANY,7998886.61,USA,8609 WESTWOOD CTR DR STE 300,VIENNA,FAIRFAX,VA,221827521
"BOWHEAD PROGRAM MANAGEMENT & OPERATIONS, LLC",7986212.49,USA,6564 LOISDALE CT,SPRINGFIELD,FAIRFAX,VA,221501822
DYNAMIC GOVERNMENT RESOURCES LLC,7918608.3,USA,222 CATOCTIN CIR SE STE 223,LEESBURG,LOUDOUN,VA,201753730
RYAN CONSULTING GROUP INC,7866945,USA,7914 N SHADELAND AVE STE 200,INDIANAPOLIS,MARION,IN,462502060
"V3GATE, LLC",7848635.6,USA,555 MIDDLE CREEK PKWY STE 120,COLORADO SPRINGS,EL PASO,CO,809213798
"BOREALIS ENTERPRISES, LLC",7791163,USA,4414 CENTERVIEW STE 218,SAN ANTONIO,BEXAR,TX,782281418
"ATLANTIC DIVING SUPPLY, INC.",7753737.71,USA,621 LYNNHAVEN PKWY STE 160,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234527383
"IGOV TECHNOLOGIES, INC.",7724899.22,USA,12030 SUNRISE VALLEY DR STE 300,RESTON,FAIRFAX,VA,201913447
"FDT WATER INFRASTRUCTURE, LLC",7695045.16,USA,217 BATEMAN DR,CENTRAL POINT,JACKSON,OR,975023277
"SNAP, INC",7588780.62,USA,4080 LAFAYETTE CENTER DR,CHANTILLY,FAIRFAX,VA,201511252
"COMPUTER WORLD SERVICES, CORP.",7577296.67,USA,6402 ARLINGTON BLVD STE 650,FALLS CHURCH,FAIRFAX,VA,220422351
"SOFTCONCEPT, INC.",7527529.59,USA,5250 GEORGE MCKAY CT,FAIRFAX,FAIRFAX,VA,220306546
RIVA SOLUTIONS INC,7514027.69,USA,8000 WESTPARK DR STE 450,MC LEAN,FAIRFAX,VA,221023100
PERATON TECHNOLOGY SERVICES INC.,7351848.73,USA,15050 CONFERENCE CENTER DR,CHANTILLY,FAIRFAX,VA,201513857
CONTROLLED F.O.R.C.E INC.,7263310.05,USA,335 N RIVER ST STE 200,BATAVIA,KANE,IL,605102391
DMT SOLUTIONS GLOBAL CORPORATION,7253351.43,USA,37 EXECUTIVE DR,DANBURY,WESTERN CONNECTICUT,CT,68104147
"MOI, INC.",7228424.51,USA,1801 PORTER ST STE 100,BALTIMORE,BALTIMORE (CITY),MD,212305562
"ELECTRIPRO, INC.",7182581.04,USA,230 CHELSEA ST,EL PASO,EL PASO,TX,799051746
WITS SOLUTIONS INC.,7030259.07,USA,44790 MAYNARD SQ STE 340,ASHBURN,LOUDOUN,VA,201476514
"JOHNSON CONTROLS GOVERNMENT SYSTEMS, LLC",6857917.1,USA,507 E. MICHIGAN ST.,MILWAUKEE,MILWAUKEE,WI,532025202
"SENSOR CONCEPTS AND APPLICATIONS, INC.",6840014.78,USA,5200 GLEN ARM RD STE A,GLEN ARM,BALTIMORE,MD,210579475
"D7, LLC",6800158.31,USA,1755 TELSTAR DR STE 500,COLORADO SPRINGS,EL PASO,CO,809201021
GWWH A JOINT VENTURE,6791228,USA,585 W BEACH ST,WATSONVILLE,SANTA CRUZ,CA,950765123
CIVILITY MANAGEMENT SOLUTIONS LLC,6779619.26,USA,9111 EDMONSTON RD STE 302,GREENBELT,PRINCE GEORGE'S,MD,207701552
VALENCE VECTOR LABS LLC,6765643.31,USA,1104 S PHILADELPHIA BLVD STE 800,ABERDEEN,HARFORD,MD,210013953
GREEN POWERED TECHNOLOGY LLC,6642967.18,USA,"1310 N COURTHOUSE RD, SUITE 610",ARLINGTON,ARLINGTON,VA,222012594
CONTROP USA INC,6601192,USA,20501 SENECA MEADOWS PKWY STE 135,GERMANTOWN,MONTGOMERY,MD,208767016
BLUE CONSTRUCTION SERVICES LLC,6516940.5,USA,735 VANDERBILT TER SE,LEESBURG,LOUDOUN,VA,20175
"NIGHTWING TECHNOLOGIES, LLC",6491657.96,USA,13900 LINCOLN PARK DR,HERNDON,FAIRFAX,VA,201713254
"COUNTERTRADE PRODUCTS, INC.",6488639.61,USA,7585 W 66TH AVE,ARVADA,JEFFERSON,CO,800033969
GENESIS PERFORMANCE GROUP INC.,6463715.04,USA,1680 FRUITVILLE RD STE 335,SARASOTA,SARASOTA,FL,342368511
"NICKLAUS ENGINEERING, INC.",6448481,USA,1851 W 24TH ST STE 101,YUMA,YUMA,AZ,853646104
PEGASUS SUPPORT SERVICES LLC,6409737.06,USA,265 PARKWAY 575,WOODSTOCK,CHEROKEE,GA,301886421
"CHENEGA ENTERPRISE SYSTEMS & SOLUTIONS, LLC",6401334.9,USA,609 INDEPENDENCE PKWY,CHESAPEAKE,CHESAPEAKE (CITY),VA,233205209
MARCY WONG & DONN LOGAN ARCHITECTS,6349187.28,USA,800 BANCROFT WAY STE 200,BERKELEY,ALAMEDA,CA,947102227
"FAMILY ENDEAVORS, INC.",6339524.4,USA,6363 DE ZAVALA RD,SAN ANTONIO,BEXAR,TX,782492103
AKTARIUS LLC,6336287.81,USA,243 SOUTHWOOD DR,PANAMA CITY,BAY,FL,324054905
"AMERIND BG JV 2, LLC",6330648,USA,1301 WESTPARK DR,LITTLE ROCK,PULASKI,AR,722042412
SYZYGY INTEGRATION LLC,6286763.49,USA,100 N 22ND ST APT 101,PHILADELPHIA,PHILADELPHIA,PA,191031340
ENVISAGE TECHNOLOGIES LLC,6224652.45,USA,101 W KIRKWOOD AVE STE 200,BLOOMINGTON,MONROE,IN,474046132
WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY,6200000,USA,600 5TH ST NW,WASHINGTON,DISTRICT OF COLUMBIA,DC,200012610
"CCI PRIME CONTRACTORS, LLC",6180461.08,USA,29 BOWDOIN ST STE 106,MANCHESTER,KENNEBEC,ME,43513554
"UNALAKLEET-INTEGRIWARD JV, LLC",6103848.12,USA,300 E QUEEN ST,CHAMBERSBURG,FRANKLIN,PA,172012324
ALTAEROS ENERGIES INC,6075864.35,USA,561 WINDSOR ST,SOMERVILLE,MIDDLESEX,MA,21434131
"AVAYA FEDERAL SOLUTIONS, INC.",6006732.1,USA,7415 BOSTON BLVD,SPRINGFIELD,FAIRFAX,VA,221533122
KZF DESIGN INC,5956898.69,USA,700 BROADWAY ST,CINCINNATI,HAMILTON,OH,452026011
CREDENCE DYNAMO SOLUTIONS LLC,5914339.06,USA,1951 KIDWELL DR STE 550,VIENNA,FAIRFAX,VA,221823984
ANDERSON PLACE CONSTRUCTION LLC,5824000.51,USA,1936 BRENGLE AVE,ORLANDO,ORANGE,FL,328085602
SITA INFORMATION NETWORKING COMPUTING USA INC,5729184,USA,3100 CUMBERLAND BLVD STE 900,ATLANTA,COBB,GA,303395930
OBXTEK INC,5574376.32,USA,2000 CORPORATE RIDGE RD STE 400,MCLEAN,FAIRFAX,VA,221027844
CADUCEUS HEALTHCARE INC,5504443.16,USA,1850 PARKWAY PL SE STE 725,MARIETTA,COBB,GA,300678262
"MYTHICS, LLC",5445328.18,USA,4525 MAIN ST STE 1500,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234623375
"ITC FEDERAL, LLC",5441972.9,USA,4114 LEGATO RD STE 850,FAIRFAX,FAIRFAX,VA,220334057
"FEDERAL RESOURCES SUPPLY COMPANY, LLC",5358350.86,USA,235-G LOG CANOE CIR,STEVENSVILLE,QUEEN ANNE'S,MD,216662165
PRICE MODERN LLC,5352455.73,USA,2604 SISSON ST,BALTIMORE,BALTIMORE (CITY),MD,212113189
TIS3 LLC,5331643.92,USA,15074 SAWGRASS PLACE,HAYMARKET,PRINCE WILLIAM,VA,201693125
"MATROID, INC.",5325620,USA,3239 EL CAMINO REAL STE 310,PALO ALTO,SANTA CLARA,CA,943062247
"SEC-OPS, INC.",5232367.16,USA,5729 LEOPARD ST BLDG 1A,CORPUS CHRISTI,NUECES,TX,784082358
CHEROKEE NATION 3S LLC,5202029.84,USA,10838 E MARSHALL ST N STE 220C,TULSA,TULSA,OK,741165682
"FIFTH THIRD BANK, NATIONAL ASSOCIATION",5198594.06,USA,"FIFTH THIRD CENTER, 38 FOUNTAIN SQUARE PLAZA",CINCINNATI,HAMILTON,OH,452630001
AVID CORE LLC,5082189.92,USA,16773 MILL STATION WAY,DUMFRIES,PRINCE WILLIAM,VA,220251428
3T FEDERAL SOLUTIONS LLC,5068361.93,USA,1201 WILLOW ST,AUSTIN,TRAVIS,TX,787024340
"GREENDART, INCORPORATED",4999315.58,USA,302 W 5TH ST,SAN PEDRO,LOS ANGELES,CA,907312750
"C & C INTERNATIONAL COMPUTERS & CONSULTANTS, INC.",4987064.85,USA,3850 N 29 TER STE 106,HOLLYWOOD,BROWARD,FL,330201018
"INTEGRAL FEDERAL, INC.",4927346.55,USA,8444 WESTPARK DR STE 500,MC LEAN,FAIRFAX,VA,221025138
TRANSYSTEMS CORPORATION,4913676,USA,2400 PERSHING RD STE 400,KANSAS CITY,JACKSON,MO,641082500
RIVERTECH LLC,4844404.71,USA,"10807 NEW ALLEGIANCE DRIVE, SUITE 350-200",COLORADO SPRINGS,EL PASO,CO,809213796
EDUCOLOGY SOLUTIONS CO.,4813320,USA,621 UPSHUR ST NW STE 100,WASHINGTON,DISTRICT OF COLUMBIA,DC,200117935
"AOC CONNECT, LLC",4724699.31,USA,19955 HIGHLAND VISTA DR STE 175,ASHBURN,LOUDOUN,VA,201472699
MILLERKNOLL INC,4680482.39,USA,855 E MAIN AVE,ZEELAND,OTTAWA,MI,494641366
TEXAS GLOBAL DISTRIBUTION LLC,4638850,USA,14311 LAKEPOINTE BEND LN,CYPRESS,HARRIS,TX,774295753
D&G SUPPORT SERVICES LLC,4521400.28,USA,3460 COMMISSION CT,WOODBRIDGE,PRINCE WILLIAM,VA,221921795
CROSSTEK SOLUTIONS LLC,4514000,USA,103 TWIN CREEKS DR,VICKSBURG,WARREN,MS,391804842
ISLAND EMPIRE TECHNOLOGY SYSTEMS LLC,4494489.87,USA,747 MALUNIU AVE,KAILUA,HONOLULU,HI,967342157
CAPITOL UNITED SOLUTIONS INC,4488617.39,USA,9007 BUSH CREEK CIR,FREDERICK,FREDERICK,MD,217047844
TRINNOVATE IT LLC,4480448.13,USA,8161 MAPLE LAWN BLVD,FULTON,HOWARD,MD,207592567
LOCKHEED MARTIN CORP,4437527,USA,86 S COBB DR SE,MARIETTA,COBB,GA,300630001
3 STONEDEGGS INC,4414752.99,USA,840 EMBARCADERO DR STE 40,WEST SACRAMENTO,YOLO,CA,956051509
NEEVSYS INC.,4405493.91,USA,10005 OAKTON CROSSING CT,OAKTON,FAIRFAX,VA,221242654
"CBS NICKLAUS JV, LLC",4369271.89,USA,202 S 1ST AVE STE 103,YUMA,YUMA,AZ,853642366
"SIMIS, INC.",4363519.78,USA,200 HIGH ST STE 305,PORTSMOUTH,PORTSMOUTH (CITY),VA,237043719
BLUEPATH LABS LLC,4326462.19,USA,2101 L ST NW STE 800,WASHINGTON,DISTRICT OF COLUMBIA,DC,200371657
"UNAMI HWH JOINT VENTURES, LLC",4303638.68,USA,1617 INDUSTRIAL RD,ANADARKO,CADDO,OK,730059592
"CONCUR TECHNOLOGIES, INC.",4291628.72,USA,601 108TH AVE NE STE 1000,BELLEVUE,KING,WA,980044750
"BENNETT ADELSON PROFESSIONAL SERVICES, LLC",4287697.31,USA,6050 OAK TREE BLVD STE 150,CLEVELAND,CUYAHOGA,OH,441316929
FEDERAL CONTRACTS LLC,4274599.65,USA,12918 N NEBRASKA AVE,TAMPA,HILLSBOROUGH,FL,336124446
"CHICKASAW AEROSPACE, LLC",4247517.01,USA,2600 JOHN SAXON BLVD STE 2222,NORMAN,CLEVELAND,OK,730711166
THE BRIDGE GROUP LLC,4215024,USA,62 1/2 GERTRUDE PL,ASHEVILLE,BUNCOMBE,NC,288011425
AVER LLC,4176970.19,USA,10 G ST NE SUITE 600A,WASHINGTON,DISTRICT OF COLUMBIA,DC,200024213
THE BLACK BARONS GROUP LLC,4164019.72,USA,20835 N 7TH PL,PHOENIX,MARICOPA,AZ,850244153
AUTOMATION TECHNOLOGIES INC.,4152497.26,USA,45240 BUSINESS CT STE 300,STERLING,LOUDOUN,VA,201666703
PINNACLE FEDERAL ADVISORY LLC,4115252.2,USA,6009 SELVYN RD,BETHESDA,MONTGOMERY,MD,208173833
"ITC-DE, LLC",4055224.88,USA,1600 SPRING HILL RD,VIENNA,FAIRFAX,VA,221822229
HUMAN RESOURCES RESEARCH ORGANIZATION (HUMRRO),4038518.54,USA,66 CANAL CENTER PLZ,ALEXANDRIA,ALEXANDRIA (CITY),VA,223141578
MICROSOFT CORPORATION,3993678.61,USA,ONE MICROSOFT WAY,REDMOND,KING,WA,980528300
"MONKTON, INC.",3980208,USA,2236 CENTRAL AVE,VIENNA,FAIRFAX,VA,221825193
"NORTH WIND SITE SERVICES, LLC",3979601.05,USA,1425 HIGHAM STREET,IDAHO FALLS,BONNEVILLE,ID,834021513
JLAN SOLUTIONS LLC,3964998,USA,1050 CONNECTICUT AVE NW STE 500,WASHINGTON,DISTRICT OF COLUMBIA,DC,200365304
PRIME RIV LLC,3935920,USA,3736 ATLANTIC AVE,BROOKLYN,KINGS,NY,112241207
WASHINGTON OFFICE INTERIORS LLC,3871074.37,USA,14 RIDGE SQ NW STE 401,WASHINGTON,DISTRICT OF COLUMBIA,DC,200162992
AALIS MANAGEMENT CONSULTING LLC,3870182.5,USA,3985 WHIPS RUN DR,WOODBRIDGE,PRINCE WILLIAM,VA,221931900
INTERNATIONAL SUPPORT GROUP LLC,3868298.43,USA,"9050 PINES BLVD., STE 150",PEMBROKE PINES,BROWARD,FL,330246400
PRESCIENT EDGE CORPORATION,3856586.34,USA,7925 JONES BRANCH DR,MC LEAN,FAIRFAX,VA,221025300
ARC - IMPERIAL VALLEY,3847225.03,USA,298 E ROSS AVE,EL CENTRO,IMPERIAL,CA,922439303
STRATEGIC OPERATIONAL SOLUTIONS INC,3788185.68,USA,8391 OLD COURTHOUSE RD #320,VIENNA,FAIRFAX,VA,221823819
UNIVERSITY OF VIRGINIA DARDEN SCHOOL FOUNDATION,3784412.1,USA,100 DARDEN BLVD,CHARLOTTESVILLE,CHARLOTTESVILLE (CITY),VA,229031760
AMIVERO LLC,3783733.54,USA,1900 RESTON METRO PLZ STE 300,RESTON,FAIRFAX,VA,201905950
"CAPITOL ADVISORS ON TECHNOLOGY, LLC",3777694.56,USA,8224 CREST RD,LAUREL,HOWARD,MD,207231032
CLOUD LAKE TECHNOLOGY LLC,3770512.91,USA,2553 DULLES VIEW DR STE 700,HERNDON,FAIRFAX,VA,201715228
DCR SERVICES & CONSTRUCTION INC,3698723.05,USA,2200 HUNT ST,DETROIT,WAYNE,MI,482073210
"ANEESH TECHNOLOGIES, INC.",3695300.69,USA,13116 FARMSTED CT,HERNDON,FAIRFAX,VA,201712923
ANIKA SYSTEMS INCORPORATED,3643671.67,USA,161 FORT EVANS RD NE STE 250,LEESBURG,LOUDOUN,VA,201763376
ABRAXAS ENERGY CONSULTING LLC,3609422.53,USA,8840 MORRO RD,ATASCADERO,SAN LUIS OBISPO,CA,934223953
"PERSONNEL DECISIONS RESEARCH INSTITUTES, LLC",3566634.1,USA,"111 WASHINGTON AVENUE SOUTH, SUITE 600",MINNEAPOLIS,HENNEPIN,MN,554012399
SIKORSKY AIRCRAFT CORPORATION,3518994.73,USA,6900 MAIN ST,STRATFORD,GREATER BRIDGEPORT,CT,66141378
"AGILE GROUP, LLC",3479309.36,USA,3003 SILVER AVE SE,ALBUQUERQUE,BERNALILLO,NM,871062243
ASPIRYON LLC,3462826.59,USA,"7600 CHEVY CHASE DRIVE BLDG. 2, SUITE 300",AUSTIN,TRAVIS,TX,787521581
THRUWAVE INC,3386055.09,USA,4215 21ST AVE W,SEATTLE,KING,WA,981991270
SAVVEE INC.,3380261.72,USA,4100 LAFAYETTE CENTER DR,CHANTILLY,FAIRFAX,VA,201511234
ARINC INCORPORATED,3365100.01,USA,2551 RIVA RD,ANNAPOLIS,ANNE ARUNDEL,MD,214017435
3RD EYE TECHNOLOGIES INC.,3344568,USA,13800 COPPERMINE RD,HERNDON,FAIRFAX,VA,201716165
RAYTHEON COMPANY,3339728,USA,7887 BRYAN DAIRY RD,LARGO,PINELLAS,FL,337771444
"SYN-TECH SYSTEM, INC.",3295769.04,USA,100 FOUR POINTS WAY,TALLAHASSEE,LEON,FL,323057091
AMERICAN INSTITUTE IN TAIWAN,3276115.96,USA,1300 17TH ST N STE 750,ARLINGTON,ARLINGTON,VA,222093872
"V3 GATE TEAM, LLP",3256467.99,USA,555 MIDDLE CREEK PKWY UNIT 120,COLORADO SPRINGS,EL PASO,CO,809213798
"RED POINT CONSTRUCTION, LLC",3254235.12,USA,561 E STEEL LOOP,PALMER,MATANUSKA-SUSITNA,AK,996456688
BORDER SOLUTIONS LLC,3217776,USA,1851 W 24TH ST,YUMA,YUMA,AZ,853646104
TARKIK SOLUTIONS INCORPORATED,3215195.12,USA,811 4TH ST NW UNIT 516,WASHINGTON,DISTRICT OF COLUMBIA,DC,200014914
ATLANTIC PACIFIC STANDARD LLC,3183166.29,USA,3001 S 12TH AVE,TUCSON,PIMA,AZ,857136247
"WERIS, INC",3168140.73,USA,21355 RIDGETOP CIR STE 160,STERLING,LOUDOUN,VA,201668503
"ANACAPA MICRO PRODUCTS, INC.",3128317.56,USA,1901 SOLAR DR STE 150,OXNARD,VENTURA,CA,930360630
"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",3118961.39,USA,9658 BALTIMORE AVE STE 300,COLLEGE PARK,PRINCE GEORGE'S,MD,207401346
BIOFILTRO USA INC.,3086488,USA,2911 E BARSTOW AVENUE M/S 144,FRESNO,FRESNO,CA,937400001
POLK & ASSOCIATES CONSTRUCTION INC,3074322.72,USA,229 WARD CIR STE C22,BRENTWOOD,WILLIAMSON,TN,370277597
"NEMEAN SOLUTIONS, LLC",3049727,USA,500 E FRY BLVD,SIERRA VISTA,COCHISE,AZ,856351839
1NTEGER LLC,3010250,USA,1999 AVENUE OF THE STARS,LOS ANGELES,LOS ANGELES,CA,900674605
"DAWSON MCG, LLC",2999524.87,USA,900 FORT STREET MALL STE 1850,HONOLULU,HONOLULU,HI,968133707
"PVPII - FNSS ACQUISITION, INC",2998755.22,USA,277 MALLORY STATION RD STE 112,FRANKLIN,WILLIAMSON,TN,370678251
THE RAND CORPORATION,2985469.22,USA,1776 MAIN ST,SANTA MONICA,LOS ANGELES,CA,904013297
NEMEAN TRIDEUM JOINT VENTURE LLC,2967845.05,USA,500 E FRY BLVD STE M14-D,SIERRA VISTA,COCHISE,AZ,856351839
BAHFED CORP,2967163.64,USA,1000 SW BROADWAY STE 1110,PORTLAND,MULTNOMAH,OR,972053063
TRAXYL INC.,2960700,USA,7669 LIMESTONE DR,GAINESVILLE,PRINCE WILLIAM,VA,201554037
ORITAIN USA INC,2943466.11,USA,1031 33RD ST UNIT 1 FL 1,DENVER,DENVER,CO,802052729
"CHENEGA GOVERNMENT MISSION SOLUTIONS, LLC",2941681.64,USA,609 INDEPENDENCE PARKWAY,CHESAPEAKE,CHESAPEAKE (CITY),VA,233205209
"CWS MARKETING GROUP, INC.",2827477.32,USA,7998 DONEGAN DR,MANASSAS,PRINCE WILLIAM,VA,201092870
GENTECH ASSOCIATES INC,2798625.51,USA,9100 PURDUE RD STE 200,INDIANAPOLIS,MARION,IN,462683165
"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",2763616.63,USA,1200 19TH ST NW STE 1100,WASHINGTON,DISTRICT OF COLUMBIA,DC,200362412
"CUSTOM CLEANING AND MANAGEMENT SERVICES, CORP.",2746964.88,USA,21 N HEPBURN AVE STE 24,JUPITER,PALM BEACH,FL,334583518
"REDHAWK IT SOLUTIONS, LLC",2699790.9,USA,2689 MAPLE RIDGE DR,WOODBRIDGE,PRINCE WILLIAM,VA,221923826
"SENECA STRATEGIC PARTNERS, LLC",2696349.91,USA,90 OHI:YO' WAY,SALAMANCA,CATTARAUGUS,NY,147790007
"ADVANCIA REMEDIATION SERVICES, LLC",2670578,USA,3215 W STATE ST STE 309F1,MILWAUKEE,MILWAUKEE,WI,532083364
"GLOBAL SECURITY MANAGEMENT AGENCY, INC.",2658152.04,USA,1781 VINEYARD DR STE 204,ANTIOCH,CONTRA COSTA,CA,945098553
"DIGITAL RECEIVER TECHNOLOGY, INC.",2649129.68,USA,12409 MILESTONE CENTER DR,GERMANTOWN,MONTGOMERY,MD,208767114
"IMPERIAL COUNTY WORK TRAINING CENTER, INCORPORATED",2647130.98,USA,210 WAKE AVE,EL CENTRO,IMPERIAL,CA,922439632
DIGITALEDGE JV LLC,2629298.02,USA,3949 PENDER DR STE 305,FAIRFAX,FAIRFAX,VA,220306048
LEUMAS RESIDENTIAL LLC,2605780.12,USA,4343 PLANK RD,FREDERICKSBURG,SPOTSYLVANIA,VA,224074807
LJH SERVICES INC.,2562960.93,USA,5405 E TEXAS RD,EDINBURG,HIDALGO,TX,785426965
CONSTANT EAGLE HILL LLC,2556741.37,USA,241 18TH ST S,ARLINGTON,ARLINGTON,VA,222023418
"WESTWIND COMPUTER PRODUCTS, INC.",2504567.62,USA,5655 JEFFERSON STREET NE SUITE B,ALBUQUERQUE,BERNALILLO,NM,871093700
WEST VIRGINIA DIVISION OF REHABILITATION SERVICES,2463573.82,USA,10 MCJUNKIN RD,NITRO,PUTNAM,WV,251432506
"TECOLOTE RESEARCH, INC.",2438895.12,USA,420 S FAIRVIEW AVE STE 201,GOLETA,SANTA BARBARA,CA,931173654
GREEN GENERATION SOLUTIONS LLC,2427500.46,USA,8120 WOODMONT AVE,BETHESDA,MONTGOMERY,MD,208142759
"ACG SYSTEMS, INC.",2423457.23,USA,133 DEFENSE HWY STE 207,ANNAPOLIS,ANNE ARUNDEL,MD,214017098
A3 TECH SOLUTIONS LLC,2415444.17,USA,7765 SHARPSHOOTERS CT,MANASSAS,PRINCE WILLIAM,VA,201118235
"11 SERIES ENERGY, INC.",2407968.92,USA,4525 PAGOSA SPRINGS CIR,MELBOURNE,BREVARD,FL,329018269
THOMAS & REED LLC,2367789.22,USA,148 E MARKET ST,INDIANAPOLIS,MARION,IN,462043281
"COMPUTECH INTERNATIONAL, INC.",2356799.5,USA,110 CROSSWAYS PARK DR,WOODBURY,NASSAU,NY,117972043
"RAZOR CONSULTING SOLUTIONS, INC",2312969.11,USA,1416 10TH STREET SW,WATFORD CITY,MCKENZIE,ND,588546845
WAC LLC,2302951.58,USA,1111 MALEY,WILLCOX,COCHISE,AZ,856433418
"KFS, LLC",2280876.79,USA,303 WILLIAMS AVE STE 116,HUNTSVILLE,MADISON,AL,358016001
CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2268943.66,USA,42 LONGWATER DR,NORWELL,PLYMOUTH,MA,20611612
"CHANGEIS, INC.",2235537.08,USA,1530 WILSON BLVD,ARLINGTON,ARLINGTON,VA,222092418
"CAE USA, INC.",2215750.77,USA,4908 TAMPA WEST BLVD,TAMPA,HILLSBOROUGH,FL,336342411
"HERMAN CONSTRUCTION GROUP, INC.",2195541.13,USA,2060 WINERIDGE PL STE A,ESCONDIDO,SAN DIEGO,CA,920291932
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",2162991.64,USA,380 NEW YORK STREET,REDLANDS,SAN BERNARDINO,CA,923738118
WIIPICA SAYERS JV LLC,2161147.02,USA,1950 ROLAND CLARKE PL STE 210P,RESTON,FAIRFAX,VA,201911414
"ADVANCED MANAGEMENT GROUP, L.L.C.",2159880.04,USA,1116 SOUTH ST,TITUSVILLE,BREVARD,FL,327804052
"VERDEK, LLC",2150748,USA,123 ROLLING MEADOW RD,MADISON,SOUTH CENTRAL CONNECTICUT,CT,64432309
GSI NORTH AMERICA INC,2145967.32,USA,17 CHURCH ST,FLEMINGTON,HUNTERDON,NJ,88221503
WESTERN FOODS GROUP INC,2134708.26,USA,1306 INDUSTRIAL WAY,HARLINGEN,CAMERON,TX,78550
MARFRAN CLEANING LLC,2132974.28,USA,17000 EL CAMINO REAL 202,HOUSTON,HARRIS,TX,770582633
